	aro	GCF_002214205.1	GCF_002833425.1	GCF_002833445.1	GCF_002833465.1	GCF_002855815.1	GCF_002855825.1	GCF_002855915.1	GCF_002855955.1	GCF_002855985.1	GCF_002856015.1	GCF_002856025.1	GCF_002856075.1	GCF_002856155.1	GCF_002856185.1	GCF_002856235.1	GCF_002856315.1	GCF_002856325.1	GCF_002856385.1	GCF_002856395.1	GCF_002856415.1	GCF_002856455.1	GCF_002856535.1	GCF_002856565.1	GCF_002856575.1	GCF_002856615.1	GCF_002856635.1	GCF_002856675.1	GCF_002856705.1	GCF_002856765.1	GCF_002856885.1	GCF_002856905.1	GCF_002856915.1	GCF_002856945.1	GCF_002856995.1	GCF_002857005.1	GCF_002857035.1	GCF_002857065.1	GCF_002857085.1	GCF_002857115.1	GCF_002857125.1	GCF_002857135.1	GCF_002857205.1	GCF_002857235.1	GCF_002857315.1	GCF_002857345.1	GCF_003334885.1	GCF_003334895.1	GCF_003334925.1	GCF_003334945.1	GCF_003334955.1	GCF_003334965.1	GCF_003335005.1	GCF_003335025.1	GCF_003335065.1	GCF_003345685.1	GCF_003345715.1	GCF_003345765.1	GCF_003860845.1	GCF_003860885.1	GCF_003860895.1	GCF_003860985.1	GCF_003860995.1	GCF_003861035.1	GCF_003861085.1	GCF_003861135.1	GCF_003861255.1	GCF_003861365.1	GCF_003861425.1	GCF_003861435.1	GCF_003861475.1	GCF_003861575.1	GCF_013423565.1	GCF_013423645.1	GCF_019927725.1	GCF_019927885.1	GCF_019927925.1	GCF_019928325.1	GCF_020783935.1	GCF_022569415.1	GCF_022812305.1	GCF_022812315.1	GCF_027584255.1	GCF_027584275.1	GCF_027584315.1	GCF_027584335.1	GCF_027584375.1	GCF_027584385.1	GCF_027584415.1	GCF_027584435.1	GCF_027584455.1	GCF_027584485.1	GCF_027584495.1	GCF_027584535.1	GCF_027584585.1	GCF_027584695.1	GCF_027585065.1	GCF_027585115.1	GCF_027585155.1	GCF_027585165.1	GCF_029069505.1	GCF_029069575.1	GCF_029069675.1	GCF_029069745.1	GCF_029069825.1	GCF_029070195.1	GCF_029075245.1
fusB	3003552	2.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	3.0	4.0	2.0	3.0	3.0	4.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	3.0	2.0	2.0	4.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	2.0	3.0	2.0	4.0	2.0	4.0	4.0	4.0	2.0	2.0	4.0	2.0	4.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	4.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	2.0	2.0	4.0	3.0	3.0	3.0	1.0	3.0	2.0	2.0	3.0	3.0	2.0	1.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
vanU gene in vanG cluster	3004253	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
catV	3004357	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	2.0	4.0	1.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0
AQU-3	3004648	2.0	2.0	2.0	2.0	2.0	2.0	3.0	5.0	5.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	5.0	2.0	4.0	4.0	2.0	3.0	3.0	2.0	2.0	2.0	4.0	4.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	5.0	3.0	1.0	3.0	1.0	3.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	3.0	3.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	3.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
OXA-154	3001459	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0
adeG	3000778	2.0	3.0	3.0	3.0	3.0	3.0	3.0	5.0	3.0	3.0	2.0	4.0	2.0	4.0	2.0	2.0	2.0	4.0	3.0	5.0	3.0	4.0	4.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	4.0	2.0	2.0	3.0	4.0	4.0	3.0	3.0	2.0	3.0	2.0	3.0	3.0	2.0	1.0	3.0	6.0	2.0	5.0	5.0	5.0	3.0	3.0	5.0	3.0	4.0	4.0	3.0	4.0	3.0	4.0	3.0	3.0	5.0	3.0	3.0	3.0	3.0	4.0	2.0	5.0	2.0	2.0	4.0	2.0	2.0	3.0	1.0	4.0	3.0	3.0	2.0	4.0	3.0	2.0	2.0	6.0	2.0	1.0	7.0	4.0	2.0	2.0	3.0	3.0	7.0	7.0	7.0	7.0	0.0	2.0	2.0	2.0	2.0	2.0	1.0
CAR-1	3006903	2.0	4.0	4.0	4.0	2.0	6.0	1.0	5.0	4.0	5.0	4.0	3.0	4.0	3.0	3.0	5.0	2.0	5.0	2.0	6.0	4.0	4.0	5.0	3.0	4.0	3.0	6.0	2.0	5.0	4.0	3.0	4.0	5.0	2.0	2.0	3.0	3.0	6.0	4.0	4.0	4.0	3.0	4.0	5.0	3.0	4.0	4.0	4.0	3.0	3.0	3.0	4.0	4.0	3.0	5.0	4.0	4.0	4.0	3.0	2.0	3.0	2.0	3.0	3.0	4.0	3.0	4.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	4.0	2.0	3.0	2.0	2.0	2.0	2.0	4.0	3.0	5.0	4.0	2.0	5.0	4.0	3.0	4.0	4.0	4.0	4.0	3.0	4.0	5.0	5.0	5.0	5.0	4.0	2.0	2.0	2.0	2.0	3.0	3.0
AxyX	3004143	2.0	1.0	1.0	1.0	3.0	2.0	2.0	5.0	2.0	6.0	2.0	2.0	3.0	4.0	3.0	4.0	3.0	4.0	4.0	3.0	2.0	3.0	3.0	3.0	2.0	5.0	3.0	2.0	3.0	3.0	2.0	3.0	2.0	4.0	2.0	4.0	3.0	2.0	2.0	2.0	1.0	3.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	1.0	3.0	4.0	4.0	3.0	2.0	2.0	3.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	1.0	3.0	2.0	2.0	2.0	3.0	2.0	5.0	4.0	4.0	4.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0
mecB	3003440	2.0	2.0	2.0	2.0	3.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	6.0	2.0	2.0	0.0	1.0	5.0	3.0	1.0	2.0	1.0	3.0	1.0	3.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	5.0	1.0	2.0	1.0	1.0	2.0	1.0	3.0	5.0	5.0	1.0	1.0	2.0	2.0	3.0	5.0	4.0	4.0	1.0	3.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	4.0	4.0	3.0	4.0	3.0	3.0
TriB	3003680	2.0	5.0	5.0	5.0	5.0	5.0	6.0	9.0	4.0	5.0	5.0	5.0	3.0	7.0	3.0	4.0	6.0	7.0	5.0	8.0	6.0	5.0	7.0	5.0	5.0	6.0	5.0	4.0	9.0	4.0	5.0	5.0	5.0	7.0	4.0	7.0	5.0	6.0	8.0	6.0	6.0	6.0	5.0	9.0	4.0	5.0	4.0	5.0	4.0	4.0	4.0	5.0	5.0	4.0	5.0	4.0	4.0	5.0	3.0	4.0	6.0	4.0	3.0	5.0	3.0	5.0	5.0	6.0	3.0	4.0	5.0	1.0	1.0	5.0	4.0	5.0	6.0	3.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	5.0	5.0	2.0	5.0	5.0	3.0	2.0	2.0	5.0	3.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	3.0	5.0	5.0	4.0
EC-8	3006881	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	3.0	2.0	2.0
nimE	3007107	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
vanR gene in vanB cluster	3002921	2.0	3.0	3.0	3.0	6.0	3.0	5.0	5.0	3.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	4.0	3.0	5.0	4.0	2.0	4.0	4.0	4.0	3.0	4.0	6.0	7.0	3.0	4.0	5.0	3.0	4.0	4.0	5.0	2.0	3.0	4.0	5.0	7.0	4.0	5.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	5.0	3.0	3.0	4.0	4.0	2.0	3.0	4.0	4.0	3.0	3.0	1.0	1.0	3.0	4.0	5.0	4.0	3.0	1.0	1.0	1.0	3.0	4.0	1.0	2.0	3.0	3.0	4.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	6.0	5.0	5.0	5.0	3.0	3.0	3.0	4.0	3.0	2.0	4.0
sdiA	3000826	2.0	6.0	6.0	6.0	5.0	5.0	6.0	7.0	5.0	5.0	6.0	7.0	8.0	5.0	9.0	4.0	6.0	4.0	7.0	5.0	6.0	5.0	7.0	5.0	6.0	6.0	7.0	6.0	4.0	6.0	5.0	6.0	5.0	4.0	6.0	5.0	6.0	5.0	6.0	7.0	5.0	6.0	7.0	8.0	5.0	7.0	8.0	7.0	8.0	8.0	8.0	6.0	7.0	8.0	7.0	8.0	8.0	7.0	5.0	7.0	4.0	7.0	7.0	7.0	7.0	5.0	5.0	4.0	7.0	8.0	5.0	2.0	2.0	5.0	5.0	5.0	5.0	4.0	2.0	4.0	4.0	6.0	7.0	2.0	5.0	5.0	5.0	4.0	4.0	5.0	7.0	5.0	4.0	6.0	6.0	6.0	6.0	6.0	6.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0
AAC(3)-IVa	3002539	2.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	4.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	2.0	1.0
AAC(6')-Ic	3002549	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	3.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0
ErmO-srmA	3001303	2.0	5.0	5.0	5.0	5.0	5.0	6.0	5.0	7.0	5.0	5.0	5.0	6.0	5.0	6.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	5.0	6.0	5.0	5.0	4.0	6.0	5.0	6.0	5.0	5.0	5.0	6.0	5.0	5.0	5.0	5.0	6.0	5.0	5.0	6.0	6.0	5.0	5.0	5.0	6.0	5.0	6.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	6.0	5.0	4.0	4.0	6.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	2.0	2.0	5.0	5.0	6.0	5.0	1.0	1.0	2.0	2.0	5.0	5.0	2.0	3.0	7.0	5.0	5.0	5.0	5.0	6.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APH(3')-IXa	3004087	2.0	1.0	1.0	1.0	2.0	2.0	2.0	4.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0
CARB-31	3005567	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MAL-2	3006950	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
mgrA	3000815	2.0	5.0	5.0	5.0	4.0	4.0	4.0	3.0	4.0	3.0	3.0	2.0	5.0	3.0	4.0	2.0	3.0	3.0	3.0	3.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	4.0	4.0	3.0	4.0	3.0	4.0	5.0	5.0	3.0	4.0	4.0	3.0	4.0	3.0	3.0	2.0	2.0	3.0	5.0	3.0	5.0	3.0	3.0	3.0	5.0	4.0	3.0	4.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	4.0	4.0	3.0	3.0	2.0	5.0	5.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	5.0	1.0	6.0	2.0	3.0	4.0	6.0	2.0	3.0	5.0	4.0	5.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	4.0	3.0	3.0	2.0
MIR-14	3002179	2.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	2.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	1.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	1.0	1.0	4.0	4.0	4.0	3.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0
MCR-10.5	3007274	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	2.0	1.0	0.0	1.0	2.0	1.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TER-1	3007001	2.0	2.0	2.0	2.0	1.0	1.0	3.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	3.0	2.0	3.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	1.0	2.0	0.0	3.0	2.0	1.0	3.0	3.0	3.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Helicobacter pylori rpoB mutation conferring resistance to rifampicin	3007051	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	3.0	4.0	4.0	3.0	4.0	2.0	2.0	2.0	4.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	1.0	2.0	2.0	2.0	4.0	4.0	3.0	2.0	2.0	2.0	4.0	2.0	3.0	4.0	4.0	4.0	3.0	4.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
BSU-1	3006902	2.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	2.0	3.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	3.0
APH(6)-Ia	3002657	2.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	1.0	3.0	2.0	1.0	2.0	0.0	1.0	2.0	2.0	2.0	0.0	2.0	1.0	4.0	1.0	1.0	2.0	3.0	4.0	2.0	3.0	1.0	1.0	1.0	2.0	3.0	3.0	1.0	1.0	3.0	3.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	2.0	1.0	2.0	2.0	3.0	1.0	1.0	3.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	2.0	5.0	4.0	3.0	3.0	1.0	2.0	1.0	1.0	6.0	2.0	3.0	3.0	1.0	1.0	3.0	3.0	1.0	1.0	1.0	2.0	4.0	1.0	1.0	1.0	3.0	1.0	2.0	2.0	2.0	2.0	8.0	4.0	4.0	6.0	4.0	3.0	6.0
PDC-405	3006775	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
hmrM	3003953	2.0	4.0	4.0	4.0	3.0	6.0	4.0	5.0	3.0	3.0	5.0	3.0	3.0	3.0	5.0	2.0	4.0	4.0	3.0	6.0	3.0	3.0	3.0	2.0	4.0	2.0	2.0	5.0	6.0	5.0	4.0	3.0	6.0	6.0	4.0	3.0	3.0	5.0	2.0	7.0	6.0	3.0	4.0	2.0	4.0	2.0	4.0	2.0	4.0	4.0	4.0	2.0	2.0	4.0	2.0	4.0	4.0	2.0	2.0	3.0	1.0	2.0	2.0	2.0	2.0	4.0	2.0	4.0	2.0	4.0	4.0	3.0	3.0	3.0	4.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0	3.0	4.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
