"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1336796","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gillisia",NA
"2918453","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lutibacter",NA
"1453352","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Sediminicola",NA
"2916754","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Sabulilitoribacter",NA
"2893202","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aegicerativicinus",NA
"639310","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Olleya",NA
"63186","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Zobellia",NA
"2779360","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Marixanthomonas",NA
"2900738","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Sinomicrobium",NA
"1761453","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Euzebyella",NA
"2562285","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Constantimarinum",NA
"1239415","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA
"343403","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Costertonia",NA
"2584122","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aureibaculum",NA
"2932268","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Psychroserpens",NA
"2049305","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Changchengzhania",NA
"2583587","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aggregatimonas",NA
"444051","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Mesoflavibacter",NA
"283735","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Leeuwenhoekiella",NA
"762954","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Siansivirga",NA
"1790137","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Wenyingzhuangia",NA
"2744027","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Rasiella",NA
"1850246","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Urechidicola",NA
"2094025","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Pukyongia",NA
"1165090","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Imtechella",NA
"2027857","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Mariniflexile",NA
"313588","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Croceibacter",NA
"616991","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Arenibacter",NA
"2654676","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas",NA
"252307","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Robiginitalea",NA
"1653831","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Blattabacteriaceae","Blattabacterium",NA
"253245","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Schleiferiaceae","Owenweeksia",NA
"2761580","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Schleiferiaceae","Croceimicrobium",NA
"242600","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Ichthyobacteriaceae","Ichthyobacterium",NA
"191579","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"2862509","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Crocinitomicaceae","Paracrocinitomix",NA
"336810","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","","Candidatus Karelsulcia",NA
"2829795","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Parvicellaceae","Parvicella",NA
"2482728","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"28454","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"423349","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"2592345","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter",NA
"151895","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pseudopedobacter",NA
"995","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Solitalea",NA
"496056","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Anseongella",NA
"2596915","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"2694929","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter",NA
"2086471","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Adhaeribacter",NA
"1379910","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Rufibacter",NA
"2698458","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Nibribacter",NA
"2909339","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Spirosomaceae","Dyadobacter",NA
"2259595","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Spirosomaceae","Runella",NA
"1834519","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Spirosomaceae","Fibrella",NA
"2916755","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Spirosomaceae","Emticicia",NA
"316068","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Spirosomaceae","Leadbetterella",NA
"332158","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Spirosomaceae","Larkinella",NA
"2975157","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Spirosomaceae","Marinilongibacter",NA
"564064","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma",NA
"2516557","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae","Aquirufa",NA
"2674997","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae","Tellurirhabdus",NA
"2704465","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae","Rhodocytophaga",NA
"985","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga",NA
"2859768","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cyclobacteriaceae","Echinicola",NA
"232259","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cyclobacteriaceae","Belliella",NA
"2772483","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cyclobacteriaceae","Algoriphagus",NA
"280473","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cyclobacteriaceae","Aquiflexum",NA
"2782006","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cyclobacteriaceae","Mongoliitalea",NA
"104","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cyclobacteriaceae","Cyclobacterium",NA
"2321403","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Fulvivirgaceae","Chryseolinea",NA
"2904247","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Fulvivirgaceae","Fulvivirga",NA
"2494373","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Flammeovirgaceae","Flammeovirga",NA
"2715131","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Mangrovivirgaceae","Mangrovivirga",NA
"1085624","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Persicobacteraceae","Persicobacter",NA
"650378","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Amoebophilaceae","Candidatus Cardinium",NA
"2979464","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Reichenbachiellaceae","Reichenbachiella",NA
"999","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Bernardetiaceae","Bernardetia",NA
"1006","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Marivirgaceae","Marivirga",NA
"165179","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"454155","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella",NA
"816","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"1642647","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum",NA
"1642646","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Petrimonas",NA
"823","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA
"328813","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
"185300","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter",NA
"712435","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"2590900","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tenuifilaceae","Tenuifilum",NA
"2530390","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum",NA
"2518971","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella",NA
"2606626","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Sodaliphilus",NA
"397865","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella",NA
"1501392","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Coprobacter",NA
"511435","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","","Candidatus Azobacteroides",NA
"544645","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas",NA
"1307839","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Salinivirgaceae","Salinivirga",NA
"2681766","Bacteria","Bacteroidota","Bacteroidia","Marinilabiliales","Prolixibacteraceae","Maribellus",NA
"2949635","Bacteria","Bacteroidota","Bacteroidia","Marinilabiliales","Marinilabiliaceae","Alkaliflexus",NA
"889453","Bacteria","Bacteroidota","Bacteroidia","Marinilabiliales","Marinilabiliaceae","Alkalitalea",NA
"1717717","Bacteria","Bacteroidota","Bacteroidia","Marinilabiliales","Marinifilaceae","Labilibaculum",NA
"2545455","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Arachidicoccus",NA
"2725414","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Chitinophaga",NA
"661481","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavisolibacter",NA
"446683","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Niabella",NA
"2760713","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Lacibacter",NA
"575378","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA
"661488","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Pseudobacter",NA
"2875540","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Ferruginibacter",NA
"2315862","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Paraflavitalea",NA
"477680","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Filimonas",NA
"2502779","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Pseudocnuella",NA
"2676868","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Phnomibacter",NA
"354356","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Niastella",NA
"1813871","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Panacibacter",NA
"2864201","Bacteria","Bacteroidota","Saprospiria","Saprospirales","Saprospiraceae","Aureispira",NA
"2350","Bacteria","Bacteroidota","Saprospiria","Saprospirales","Haliscomenobacteraceae","Haliscomenobacter",NA
"146919","Bacteria","Bacteroidota","","","Rhodothermaceae","Salinibacter",NA
"2558931","Bacteria","Bacteroidota","","","Rhodothermaceae","Rhodocaloribacter",NA
"29549","Bacteria","Bacteroidota","","","Rhodothermaceae","Rhodothermus",NA
"2875962","Bacteria","Bacteroidota","","Candidatus Sulfidibacteriales","","Candidatus Sulfidibacterium",NA
"1092","Bacteria","Chlorobiota","Chlorobiia","Chlorobiales","Chlorobiaceae","Chlorobium",NA
"1100","Bacteria","Chlorobiota","Chlorobiia","Chlorobiales","Chlorobiaceae","Pelodictyon",NA
"274537","Bacteria","Chlorobiota","Chlorobiia","Chlorobiales","Chlorobiaceae","Chlorobaculum",NA
"591197","Bacteria","Ignavibacteriota","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Ignavibacterium",NA
"1134405","Bacteria","Ignavibacteriota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae","Melioribacter",NA
"861299","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",NA
"2732249","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"833","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter",NA
"456827","Bacteria","Candidatus Cloacimonetes","","","","Candidatus Cloacimonas",NA
"44249","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"2728023","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Cohnella",NA
"1465","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus",NA
"3022697","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus",NA
"377615","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Thermobacillus",NA
"2583377","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Saccharibacillus",NA
"2936682","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Lysinibacillus",NA
"2829187","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Psychrobacillus",NA
"189381","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Rossellomorea",NA
"1386","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"450367","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Peribacillus",NA
"86664","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Priestia",NA
"1637975","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Cytobacillus",NA
"2745198","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Metabacillus",NA
"2962858","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Niallia",NA
"38875","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Heyndrickxia",NA
"84406","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Virgibacillus",NA
"1462527","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Oceanobacillus",NA
"79880","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Alkalihalobacillus",NA
"1193713","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Neobacillus",NA
"129985","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Mesobacillus",NA
"2663022","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Gracilibacillus",NA
"33934","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Anoxybacillus",NA
"1398","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Weizmannia",NA
"2911514","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Lentibacillus",NA
"2932257","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Halobacillus",NA
"2594883","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Radiobacillus",NA
"255247","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Fictibacillus",NA
"129337","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Geobacillus",NA
"1467","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Lederbergia",NA
"2837511","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Sutcliffiella",NA
"2592382","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Paenalkalicoccus",NA
"2213194","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Paraliobacillus",NA
"81408","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Parageobacillus",NA
"371036","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Gottfriedia",NA
"1413","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Evansella",NA
"2502791","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Salicibibacter",NA
"386490","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Terribacillus",NA
"86665","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Halalkalibacterium (ex Joshi et al. 2022)",NA
"1532552","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Anaerobacillus",NA
"2924031","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Salipaludibacillus",NA
"33936","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Aeribacillus",NA
"2692425","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Pontibacillus",NA
"79885","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Alkalihalophilus",NA
"2729421","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Sediminibacillus",NA
"570278","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Allobacillus",NA
"2593652","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Mangrovibacillus",NA
"2651284","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Pradoshia",NA
"35841","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Caldibacillus",NA
"632773","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Salisediminibacterium",NA
"1449","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Amphibacillus",NA
"1230341","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Salimicrobium",NA
"41170","Bacteria","Bacillota","Bacilli","Bacillales","","Exiguobacterium",NA
"1379","Bacteria","Bacillota","Bacilli","Bacillales","","Gemella",NA
"1280","Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"1296","Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Mammaliicoccus",NA
"69965","Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Macrococcus",NA
"2708346","Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus",NA
