ID	Species	AST-based group	WGS - AMR markers
S98	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-Suzhou, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(3')-Ia, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, CmlA5, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, PmrE, ptxD, QacL, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, srpC, Sul1, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S99	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-Suzhou, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, argR, ArnT, BaeR, BaeS, bamB, BasS, ClbA, ClbB, ClbC, clbD, clbE, clbF, clbG, clbH, clbI, clbJ, clbL, clbM, clbN, clbO, clbP, clbQ, clbS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, dotU-tssL, EmrD, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, kfoC, KPC-3, KPHS_23120, KpnE, KpnF, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK37, ompR, OqxA, OqxB, parC, PatA, PmrE, QacL, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-12, Sul3, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S100	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-Suzhou, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, argR, ArnT, BaeR, BaeS, bamB, BasS, ClbA, ClbB, ClbC, clbD, clbE, clbF, clbG, clbH, clbI, clbJ, clbL, clbM, clbN, clbO, clbP, clbQ, clbS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, dotU-tssL, EmrD, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, kfoC, KPC-3, KPHS_23120, KpnE, KpnF, LEN-6, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK37, ompR, OqxA, OqxB, parC, PatA, PmrE, QacL, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-12, Sul3, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S101	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-Suzhou, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, LEN-6, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, PmrE, ptxD, QnrS7, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-12, SilA, SilB, SilC, srpC, TEM-1, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S102	Klebsiella pneumoniae	CP CRE	aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, BasS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, kfoC, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, Sul1, TEM-1, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S103	Klebsiella pneumoniae	CP CRE	aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, BasS, CatI, ClbA, ClbB, ClbC, clbD, clbE, clbF, clbG, clbH, clbI, clbJ, clbK, clbL, clbM, clbN, clbO, clbP, clbQ, clbS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, kfoC, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, PmrE, ptxD, QnrS7, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-12, SilA, SilB, SilC, srpC, Sul1, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S104	Klebsiella pneumoniae	CP CRE	AcrA, AcrB, AcrD, AcrR, ANT(2'')-Ia, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, FabI, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA5, galF, glf, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkH, mrkI, mrkJ, mtfA, OmpA, OmpK36, OmpK37, ompR, parC, PatA, QnrS7, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHVL-64, SilA, SilB, SilC, TEM-1, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S105	Klebsiella pneumoniae	CP CRE	AcrA, AcrB, AcrD, AcrR, ANT(2'')-Ia, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, FabI, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA5, galF, glf, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkD, mrkH, mrkI, mtfA, OmpA, OmpK36, OmpK37, ompR, parC, PatA, QnrS7, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-160, SilA, SilB, SilC, TEM-1, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S106	Klebsiella pneumoniae	CP CRE	AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, argR, ArnT, BaeR, BaeS, bamB, BasS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA1, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, IroE, irp1, irp2, KdeA, KPC-3, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, QnrS7, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, Sul1, TEM-1, tesA, tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, virB, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S107	Klebsiella pneumoniae	CP CRE	AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, argR, ArnT, BaeR, BaeS, bamB, ClbA, ClbB, ClbC, clbD, clbE, clbF, clbG, clbH, clbI, clbJ, clbK, clbL, clbM, clbN, clbO, clbP, clbQ, clbS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA1, dotU-tssL, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, kfoC, KPC-2, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB25, parC, PatA, ptxD, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, Sat2, sciN-tssJ, sfaG, SHV-1, SilA, SilB, SilC, Sul1, TEM-1, tesA, tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S108	Klebsiella pneumoniae	CP CRE	AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA1, dotU-tssL, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, IroE, irp1, irp2, KdeA, kfoC, KPC-3, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB19, parC, PatA, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, Sul1, tesA, tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S109	Klebsiella pneumoniae	CP CRE	AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, ClbA, ClbB, ClbC, clbD, clbE, clbF, clbG, clbH, clbI, clbJ, clbL, clbN, clbO, clbP, clbQ, clbS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB5, parC, PatA, ptxD, QnrS7, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, SilA, SilB, SilC, TEM-1, tesA, Tet(D), tle1, tli1, tssF, ugd, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S110	Klebsiella pneumoniae	CP CRE	AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CrcB, CRP, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, Fosa7.3, galF, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB19, parC, PatA, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, SilA, SilB, SilC, TEM-1, tesA, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S111	Klebsiella pneumoniae	CP CRE	AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, KPC-2, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, parC, PatA, RamA, RamR, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, setB, sfaG, SHV-28, SilA, SilB, SilC, TEM-1, tesA, Tet(A), tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S112	Klebsiella pneumoniae	CP CRE	AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, KPC-2, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, parC, PatA, RamA, RamR, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, setB, sfaG, SHV-28, SilA, SilB, SilC, TEM-1, tesA, Tet(A), tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S113	Klebsiella pneumoniae	CP CRE	AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, multidrug_efflux_SMR_transporter, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB19, parC, PatA, ptxD, QnrS7, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, setB, sfaG, SHV-71, TEM-1, tesA, tle1, tssF, ugd, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S114	Klebsiella pneumoniae	CP CRE	AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA5, galF, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, impA-tssA, iroB, iroC, iroD, IroE, IroN, IucA, iucB, iucC, iucD, iutA, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, LAP-2, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA10, OqxB19, parC, PatA, QnrS7, RamA, rcsA, rcsB, rmpA, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-26, SilA, SilB, SilC, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S115	Klebsiella pneumoniae	Non-CP CRE	AAC(3)-IIa, AacA16, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, IroE, irp1, irp2, KdeA, kfoC, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK37, ompR, OqxA, OqxB19, parC, PatA, QnrA1, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-112, SHV-12, srpC, Sul1, TEM-1, tesA, Tet(D), TmrB, tssF, ugd, UhpT, vasE-tssK, Vga(C), vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S116	Klebsiella pneumoniae	Non-CP CRE	AAC(3)-IIa, aadA2, aadA5, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(3')-Ia, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, BasS, CatII, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-14, cusR, cycA, DfrA1, DfrA12, DHA-4, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FloR, FosA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, IroE, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, QnrB4, RamA, rcsA, rcsB, RmtB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, Sul1, Sul2, TEM-1, tesA, Tet(A), Tet(G), TmrB, tssF, ugd, UhpT, vasE-tssK, Vga(C), vipA-tssB, vipB-tssC, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S117	Klebsiella pneumoniae	Non-CP CRE	AAC(3)-IIa, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, CMY-59, cpsACP, CpxA, CRP, CTX-M-14, cusR, cycA, DfrA1, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, fosa9, galF, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, KpnE, KpnF, KpnG, KpnH, LAP-2, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB14, parC, PatA, QnrS7, RamA, rcsA, rcsB, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, sugE, Sul1, Sul2, TEM-1, tesA, Tet(A), TmrB, tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
